Site_Index	Unit	Begin_Interval	End_Interval	Description
3421	CLAY	1	16	Silty; sandy; dusky yellow to moderate yellowish brown; very slightly cohesive; non-plastic to slightly plastic; (oxidized fluvial sediment)
3421	CLAY	16	106	Very silty; olive gray to dark greenish gray 5GY4/1; a few medium light gray layers visible in some samples; cohesive; moderately plastic to plastic; calcareous; (lake sediment)
3421	CLAY	106	120	Silty; sandy; olive gray; cohesive; slightly plastic; calcareous; numerous limestone and shale grains, granules and a few pebbles present in clay matrix (till) (gravelly from 110 ft. to 114 ft.)
3421	CLAY	120	130	Very silty; olive gray to dark greenish gray 5GY4/1; cohesive; moderately plastic to plastic; calcareous; fluvial sediment
3421	SAND	130	174	Very fine- to medium-grained, becoming coarse-grained towards bottom of section; subrounded to rounded to well rounded; well sorted; estimate 70 to 80% quartz; remainder being limestone, dolostone and shale; taking some water
3421	GRAVEL	174	180	Sandy, approximately 25 to 35% coarse to very coarse, subangular to rounded sand; gravel is fine
3421	SHALE	180	220	Medium dark gray to grayish black; moderately indurated to indurated; non-calcareous; fractured upper 20 ft. of section (Pierre Formation)
3422	TOPSOIL	0	1	dark brown, sandy
3422	SAND & GRAVEL	1	15	yellowish brown, fine sand to fine gravel, oxidized
3422	CLAY	15	25	olive gray, sandy, pebbly clay loam, moderately cohesive, slightly sticky, crumbly, sandy till, unoxidized
3422	CLAY	25	51	olive gray to gray, slightly silty clay, massive, cohesive, plastic, lake clay
3422	SAND	51	97	gray, silty, very fine to fine, well sorted, soft, lignitic layers
3422	CLAY	97	141	olive gray, silty clay, massive, cohesive, plastic, some bentonite at 97 feet, lake clay?
3422	SAND	141	174	silty, very fine to fine
3422	SAND	174	248	medium to very coarse sand, moderately well to well sorted, mostly medium sand, 60% silicates, 20% shale and 20% carbonates
3422	CLAY	248	260	dark gray clay, interbedded with black shale, Pierre Shale, bedrock
3423	TOPSOIL	0	1	Silty, clayey, sandy, brownish black
3423	CLAY	1	7	Silty, moderately sandy, pebbly, moderate yellowish brown, moderately cohesive, plastic, oxidized (till)
3423	CLAY	7	14	Very silty, slightly sandy, dusky yellow to moderate yellowish brown, cohesive, very slightly plastic to non-plastic, oxidized (fluvial sediment)
3423	CLAY	14	80	Very silty, olive gray to medium dark gray, cohesive, slightly plastic, calcareous, laminated (fluvial sediment)
3423	CLAY	80	113	Silty, slightly sandy, pebbly, olive gray, moderately cohesive, moderately plastic, calcareous (till)
3423	SAND	113	140	Very fine- to medium-grained (mostly fine-grained), subangular to subrounded, moderately well sorted, mostly quartz, small % carbonates and lignite
3423	SAND	140	190	Slightly to moderately gravelly, very fine- to very coarse-grained, subangular to rounded, moderately well-sorted, mostly quartz, small % carbonates, granitics, shale and lignite, taking some water, mot caving in, gravel is present as layers, stratified
3423	GRAVEL	190	220	Sandy (approximately 25 to 35% fine- to very coarse-grained sand), fine to coarse, some cobble-sized material, subangular to rounded, moderately well sorted, approximately 20 to 30% carbonates (limestone and dolostone), 15 to 25% shale, 30 to 40% granitics and siliceous rocks (chalcedony, quartzite), some siltstone, sandstone, and lignite, taking some water, not caving in
3423	SAND	220	262	Slightly gravelly, very fine- to very coarse-grained (mostly medium- to very coarse-grained), subangular to rounded, moderately well sorted, predominantly quartz, small % carbonates, granitics, and lignite, occasional thin clay layers lower feet of section, taking some water, not caving in
3423	SHALE	262	270	Siliceous, grayish black, non-calcareous, bedded, moderately indurated, not fractured
3425	SAND	0	5	Fine to medium, well sorted, oxidized
3425	SAND	5	20	Fine to medium, saturated
3425	SAND & GRAVEL	20	33	
3427	TOPSOIL	0	1	Black
3427	SAND	1	31	Fine, medium and coarse, a few fine gravel and a few shale pebbles
3427	CLAY	31	42	Gray, smooth, soft
3427	SAND	42	55	Very fine and some medium
3427	GRAVEL	55	80	Fine, medium, and a little coarse, a lot of fine shale pebbles and coal
3427	SHALE	80	91	Just about all shale pebbles, with a few fine gravel
3427	SHALE	91	97	Pebbles, a lot of coal and a few fine gravel
3427	CLAY	97	107	Gray, sandy, a few fine gravel and shale pebbles
3427	SHALE	107	110	Just about all shale pebbles and a few fine gravel
3427	SHALE	110	136	A lot of shale pebbles and some fine to medium gravel, a few rocks or cobblestones from 105 to 143 ft.
3427	SHALE	136	149	A lot of fine shale pebbles, a little fine gravel and maybe a little gray clay and a little fine sand
3427	SAND	149	176	A little fine, medium, and coarse, a little fine gravel, a lot of fine shale pebbles and maybe a little gray clay
3427	SAND	176	187	Fine, medium, and a little coarse, fine shale pebbles and a little gray sandy clay
3427	SHALE	187	194	
3428	SAND & GRAVEL	0	39	fine to very coarse sand, fine gravel, mostly medium to coarse sand, moderate sorting, subrounded to angular, mostly quartz and carbonates, trace of lignite, taking water, mixed 2 bags of mud
3428	CLAY	39	60	silty, dark gray clay, greater than 30% silt, poor sample recovery, lake clays
3429	SAND	0	29	very fine to coarse, mostly medium sand, moderately well sorted, well rounded to subangular, 30% quartz, 30% carbonates, 20% shale, trace of very fine lignite, oxidized to 27 feet
3429	SAND	29	32	as above, mostly fine to medium sand
3429	CLAY	32	37	silty, dark gray clay, moderately cohesive, not too plastic, 10 to 20% silt
3429	GRAVEL	37	43	sandy, fine to coarse gravel, medium to coarse sand, mostly medium to coarse gravel, very shaley (70% to 80% ), 10% quartz, carbonates, igneous and metemorphic, moderate sorting, subrounded to angular, traces of lignite
3430	SAND	0	15	gravelly, fine to coarse sand, fine to medium gravel, mostly medium sand, fairly well sorted, well rounded, mostly quartz, clay 8 to 12 feet
3430	SILT	15	25	sandy, clayey, poor recovery, 70 to 80 % silt
3430	SAND	25	31	fine to medium, well sorted, subangular
3430	SILT	31	36	sandy, clayey, as above
3430	GRAVEL	36	46	sandy, fine to medium gravel (40%), mostly fine gravel, fine to coarse sand (60%), mostly shale, fair sorting, angular to rounded
3430	SILT	46	48	clayey, poor return, dark gray, 80% silt not too plastic
3430	GRAVEL	48	60	sandy, as above, mostly fine gravel, mostly shale, fairly well sorted, angular to subrounded
3430	CLAY	60	62	silty, dark gray clay with 40% silt, not too plastic of cohesive
3430	GRAVEL	62	80	sandy fine to coarse gravel, becomes coarser and more shaley with depth, taking water
3431	CLAY	0	4	silty, medium gray, clay, 30 to 40% silt, not too plastic or cohesive
3431	SAND	4	20	gravelly, fine to coarse sand, fine to coarse gravel, mostly medium sand, fairly well sorted, moderately rounded
3431	SAND	20	36	fine to medium sand, mostly medium, well sorted to very well sorted, mostly shale(40%), few layers of lignitic coarse sand and medium gray clay, less than 1 foot in thickness
3431	SAND	36	42	fine to very coarse, mostly coarse to medium sand, mostly shale, well sorted, moderately rounded to subangular
3431	GRAVEL	42	57	sandy, fine to coarse gravel, medium to coarse sand, mostly medium gravel, subangular to rounded, mostly shale
3431	CLAY	57	140	silty, sandy, gravelly, medium dark clay, not too cohesive, oxidized at 64 to 71 feet, some coarse lignitic sand, boulders at 83 to 108, till
3432	no log	0	0	
3433	TOPSOIL	0	1	Brownish black, silty to sandy
3433	CLAY	1	4	Moderate yellowish brown, slightly plastic, oxidized
3433	SAND	4	30	Fine to coarse, subangular to subrounded, well sorted; predominantly quartz; some shale oxidized to 10 ft.
3433	SAND	30	95	Medium to very coarse, angular to subrounded, moderately well sorted; gravelly at 80 to 85 ft.
3433	GRAVEL	95	140	Fine to coarse, angular to subrounded, predominantly shale; about one-third coarse to very coarse angular to subrounded sand
3434	TOPSOIL	0	1	Brownish black, silty to sandy
3434	CLAY	1	3	Moderate yellowish brown, silty to sandy, oxidized
3434	SAND	3	25	Fine to coarse, angular to rounded, well sorted; oxidized to 12 ft.
3434	SAND	25	65	Medium to very coarse, angular to rounded, well sorted; shale content increasing with depth
3434	TILL	65	70	Olive gray, silty to sandy, calcareous
3434	SHALE	70	80	Grayish black, siliceous, slightly fractured
3435	SOIL	0	5	Sandy
3435	SAND	5	15	Fine
3435	CLAY & SAND	15	20	
3435	CLAY	20	38	
3435	SAND	38	40	Fine
3435	SAND	40	42	Coarse, and some fine
3435	SHALE	42	84	
3436	TOPSOIL	0	1	Brownish black, silty to sandy
3436	SAND	1	42	Fine to coarse, angular to rounded, well sorted; predominantly quartz with some limestone, shale, and lignite; oxidized to 10 ft., clayey to 15 ft.
3436	CLAY	42	43	Olive gray, very sandy, silty, slightly cohesive
3436	SAND	43	50	Fine to coarse, angular to rounded, well sorted; predominantly quartz, but more lignite than above
3436	TILL	50	80	Olive gray, silty to sandy, calcareous
3436	SAND	80	83	Fine to coarse, angular to subrounded; fair sorting; predominantly shale with about equal amounts of quartz, limestone, and lignite
3436	TILL	83	91	Olive gray, silty to sandy, calcareous
3436	SHALE	91	120	Grayish black, siliceous, moderately indurated (Pierre Formation)
3437	TOPSOIL	0	1	Brownish black, silty to sandy
3437	CLAY	1	3	Moderate yellowish brown, silty to sandy, oxidized
3437	SAND	3	30	Fine to coarse, angular to rounded, well sorted; predominantly quartz; shale content increasing with depth
3437	SAND	30	76	Medium to very coarse, angular to rounded, well sorted; predominantly quartz; clayey at 71 to 76 ft.
3437	SHALE	76	80	Grayish black, moderately indurated, slightly fractured (Pierre Formation)
3438	SAND	0	9	Medium to coarse
3438	SAND	9	24	Interbedded with gravel
3438	GRAVEL	24	53	Sandy
3440	TOPSOIL	0	1	
3440	SAND	1	22	fine, brown
3440	SAND	22	34	fine, gray
3440	SAND & GRAVEL	34	93	brown,
3440	SAND	93	108	and shale
3440	CLAY	108	117	gray, soft
3440	SAND	117	124	brown
3440	SHALE	124	133	
3441		0	0	See log for 151-063-25BCB1
3442	SAND	0	7	Medium to coarse
3442	GRAVEL	7	14	Medium
3443	SAND	0	9	
3443	GRAVEL	9	16	
3444	SAND	0	7	Medium to coarse
3444	GRAVEL	7	19	
3446	SAND	0	17	Medium to coarse
3446	GRAVEL	17	18	
3446	SAND	18	45	
3446		45	47	Undifferentiated
3447	no log	0	0	
3448	TOPSOIL	0	3	Brown, sandy
3448	SAND	3	15	Light brown, fine to coarse clayey sand
3448	SAND	15	65	Medium to very coarse sand to find gravel; gray; coarser material mainly detriral shale
3448	GRAVEL	65	80	Fine to medium gravel with some very coarse sand; material is mainly detrital shale
3453	SAND	0	11	Medium to coarse, oxidized
3453	GRAVEL	11	12	
3453	SAND	12	37	
3453	GRAVEL	37	39	
3453	SAND AND GRAVEL	39	44	
3453		44	47	Undifferentiated
3454	TOPSOIL	0	1	Silty, sandy, brownish black
3454	CLAY	1	8	Silty, slightly sandy, dusky yellow, slightly cohesive, plastic, calcareous, oxidized (till)
3454	CLAY	8	25	Sandy (interbedded), silty, pebbly, dusky yellow to moderate yellowish brown to dark yellowish brown, slightly to moderately cohesive, plastic, oxidized to partially oxidized (till)
3454	SAND	25	40	Slightly gravelly, medium- to very coarse-grained, angular to subrounded, moderately well sorted, predominantly limestone, dolostone and quartz with some shale and granitic grains
3454	GRAVEL	40	52	Slightly sandy, interbedded with silty, sandy, olive gray clay, fine to coarse, angular to subangular, poorly sorted, mostly shale with 5 to 15% limestone, dolostone and granitic rocks
3454	CLAY	52	90	Gravelly (occurs as interbedded material predominantly shale), silty, sandy, olive gray, slightly to moderately cohesive, slightly plastic, calcareous (till)
3454	GRAVEL	90	97	Slightly sandy, fine to coarse, a few cobbles (shale), angular to subangular, poorly sorted, predominantly shale with small amount of carbonates rocks
3454	CLAY	97	100	Gravelly (occurs as interbedded material-mostly shale), sandy, silty, olive gray, moderately cohesive, slightly plastic, calcareous (till)
3454	GRAVEL	100	113	Sandy, silty, interbedded with olive gray clay, fine to coarse, angular to subangular, poor sorting, mostly shale with some limestone, dolostone
3454	SHALE	113	140	Medium dark gray to grayish black, moderately indurated, slightly fractured, non-calcareous (Pierre Formation)
3457	TOPSOIL	0	2	
3457	SAND	2	7	
3457	CLAY	7	24	sandy
3457	SAND	24	47.5	drilled poor
3457	GRAVEL	47.5	48	
3457	SAND	48	52	drilled poor
3457	SAND	52	61	drilled fair
3457	SAND	61	67	drille poor
3458	SAND	0	10	Fine to medium, oxidized
3458	SAND	10	15	Fine to medium, silty; some detrital lignite
3458	SAND	15	25	Fine to medium, silty to clayey; abundant lignite
3458	SHALE	25	26	Dark gray, hard (Pierre Formation)
3459	SAND	0	5	Fine to medium, oxidized
3459	SAND	5	50	Fine to medium, silty clayey; abundant detrital lignite
3459	SHALE	50	51	Dark gray, hard (Pierre Formation)
3460	SAND	0	28	Fine to medium, uniformly sorted
3460	SAND	28	81	Fine to medium; predominantly quartz; uniformly sorted; silty to clayey in places
3460	TILL	81	82	Olive gray, sandy
3461	TOPSOIL	0	1	road fill
3461	CLAY	1	24	yellowish brown, silty, very sandy with pebbles, gravelly, gravel layer from 2 to 3 feet (till)
3461	SAND	24	31	gravelly, oxidized, poor return, mainly shales and carbonates
3461	CLAY	31	35	oxidized, yellowish brown, iron stained
3461	CLAY	35	36	olive gray, slightly silty, sticky
3461	SAND	36	40	gravelly, 80 % shale, remainder carbonates, well rounded to subrounded, unoxidized
3462	TOPSOIL	0	0.5	Sandy, pebbly, clayey, brown
3462	CLAY	0.5	3	Silty, very sandy, pebbly, moderate yellowish brown, slightly cohesive, slightly plastic, oxidized (till)
3462	GRAVEL	3	12	Silty, sandy (approximately 15 to 25% sand), fine to coarse, angular to subrounded, poor sorting, approximately 50 to 60% shale, 20 to 30% carbonates (limestone and dolostone), remainder granitics, carbonates oxidized, taking some water, not caving
3462	SAND	12	120	Fine- to very coarse-grained, angular to subrounded, moderately well sorted, approximately 30 to 40% shale, 30 to 40% quartz, remainder mostly carbonates, lignitic, taking small amount of water, not caving, slightly oxidized to about 40 ft. below land surface
3462	SHALE	120	140	Siliceous, grayish black to dark gray, non-calcareous, moderately indurated bentonitic, very slightly fractured (Pierre Formation)
3463	TOPSOIL	0	1	
3463	CLAY	1	4	slightly silty, oxidized, sticky
3463	SAND	4	17	very fine to medium, oxidized, well rounded to subrounded, some gravel
3463	SAND	17	40	unoxidized, well rounded to subrounded, drills fast and clean
3464	SAND	0	54	Fine to medium, gravelly
3465	TOPSOIL	0	1	
3465	GRAVEL	1	4	sandy, oxidized, 70 % shale, well rounded to subrounded, rocky
3465	CLAY	4	7	yellowish brown to gray, oxidized
3465	GRAVEL	7	53	as above, oxidized
3465	CLAY	53	56	olive gray, silty, sandy with pebbles, till
3465	GRAVEL	56	80	Sandy, unoxidized
3466	TOPSOIL	0	1	Silty; sandy; clayey; black
3466	CLAY	1	14	Silty; sandy; gravelly; moderate yellowish brown; moderately cohesive; slightly plastic; calcareous; numerous limestone, shale and quartz grains and granules present (oxidized till)
3466	CLAY	14	46	Silty; sandy; gravelly; olive gray; cohesive; slightly plastic; calcareous (till)
3466	GRAVEL	46	58	Sandy (approximately 20 to 30% coarse to very coarse, angular to subrounded sand); fine to coarse, angular to subrounded; fair sorting; estimate 40 to 50% shale (grayish black to black); 30 to 40% limestone (yellowish gray 5Y8/1) and dolostone (grayish yellow); remainder being granitics; sandstone (moderate reddish brown); taking some drilling water
3466	GRAVEL	58	68	Same as above, only changed in mineralogical composition-mostly limestone and dolostone, with some moderate yellowish brown to grayish red (R4/2) sandstone
3466	CLAY	68	78	Silty; sandy; gravelly; olive gray; moderately cohesive; slightly plastic; calcareous; a few cobbles present; (till)
3466	SHALE	78	120	Grayish black to black; indurated to moderately indurated; non-calcareous; fractured from 78 ft. to 107 ft.; (Pierre Shale Formation)
3467	TOPSOIL	0	1	
3467	GRAVEL	1	6	sandy, oxidized, coarse sand to pea size gravel, iron stained, well rounded to subrounded, mostly shale
